volunteer_id,event_id,date,hours_served,engagement_score
VOL_10000,EVNT_518,2026-03-11,5.1,8
VOL_10000,EVNT_524,2026-03-14,1.2,8
VOL_10000,EVNT_525,2026-03-14,2.0,8
VOL_10000,EVNT_522,2026-03-14,4.1,8
VOL_10000,EVNT_529,2026-03-18,4.1,10
VOL_10000,EVNT_528,2026-03-18,2.1,8
VOL_10000,EVNT_527,2026-03-18,3.3,9
VOL_10000,EVNT_531,2026-03-21,3.4,10
VOL_10000,EVNT_533,2026-03-25,2.0,9
VOL_10000,EVNT_535,2026-03-28,3.3,10
VOL_10000,EVNT_536,2026-03-28,3.7,8
VOL_10000,EVNT_537,2026-03-28,3.5,9
VOL_10000,EVNT_538,2026-04-01,3.8,10
VOL_10000,EVNT_539,2026-04-01,5.3,10
VOL_10000,EVNT_540,2026-04-01,4.7,9
VOL_10000,EVNT_544,2026-04-08,4.0,9
VOL_10000,EVNT_543,2026-04-08,3.2,8
VOL_10000,EVNT_549,2026-04-11,4.8,8
VOL_10000,EVNT_548,2026-04-11,4.2,7
VOL_10000,EVNT_552,2026-04-15,2.5,9
VOL_10000,EVNT_553,2026-04-15,3.6,9
VOL_10000,EVNT_558,2026-04-22,2.4,10
VOL_10000,EVNT_556,2026-04-22,4.8,10
VOL_10000,EVNT_561,2026-04-25,4.3,9
VOL_10000,EVNT_560,2026-04-25,3.1,8
VOL_10000,EVNT_562,2026-04-25,3.4,7
VOL_10000,EVNT_563,2026-04-25,3.0,9
VOL_10000,EVNT_564,2026-04-25,3.7,8
VOL_10000,EVNT_565,2026-04-29,3.1,9
VOL_10001,EVNT_110,2025-01-11,4.0,7
VOL_10001,EVNT_111,2025-01-11,2.7,7
VOL_10001,EVNT_108,2025-01-11,4.6,9
VOL_10001,EVNT_112,2025-01-15,2.6,8
VOL_10001,EVNT_113,2025-01-15,3.1,8
VOL_10001,EVNT_115,2025-01-18,3.6,10
VOL_10001,EVNT_117,2025-01-18,3.6,10
VOL_10001,EVNT_116,2025-01-18,2.7,7
VOL_10001,EVNT_120,2025-01-22,4.0,8
VOL_10001,EVNT_121,2025-01-22,2.9,8
VOL_10001,EVNT_123,2025-01-25,3.6,9
VOL_10001,EVNT_122,2025-01-25,4.3,10
VOL_10001,EVNT_125,2025-01-29,2.9,8
VOL_10001,EVNT_126,2025-01-29,3.9,9
VOL_10001,EVNT_129,2025-02-01,4.4,8
VOL_10001,EVNT_127,2025-02-01,2.5,9
VOL_10001,EVNT_131,2025-02-05,3.0,9
VOL_10001,EVNT_133,2025-02-05,3.9,10
VOL_10001,EVNT_137,2025-02-08,2.0,10
VOL_10001,EVNT_136,2025-02-08,3.7,10
VOL_10001,EVNT_135,2025-02-08,4.8,9
VOL_10001,EVNT_140,2025-02-12,3.8,8
VOL_10001,EVNT_141,2025-02-15,3.9,9
VOL_10001,EVNT_146,2025-02-19,4.8,8
VOL_10001,EVNT_145,2025-02-19,4.5,8
VOL_10001,EVNT_143,2025-02-19,3.4,9
VOL_10001,EVNT_149,2025-02-22,4.9,7
VOL_10001,EVNT_148,2025-02-22,3.9,9
VOL_10001,EVNT_147,2025-02-22,3.2,7
VOL_10001,EVNT_151,2025-02-26,3.5,7
VOL_10001,EVNT_159,2025-03-08,2.1,8
VOL_10001,EVNT_158,2025-03-08,3.1,7
VOL_10001,EVNT_160,2025-03-08,2.9,8
VOL_10001,EVNT_162,2025-03-12,3.8,7
VOL_10001,EVNT_167,2025-03-15,4.1,9
VOL_10001,EVNT_171,2025-03-19,3.6,9
VOL_10001,EVNT_169,2025-03-19,3.1,9
VOL_10001,EVNT_174,2025-03-22,3.9,8
VOL_10001,EVNT_173,2025-03-22,4.0,9
VOL_10001,EVNT_175,2025-03-26,4.8,9
VOL_10001,EVNT_177,2025-03-26,3.0,10
VOL_10001,EVNT_178,2025-03-29,3.4,10
VOL_10001,EVNT_184,2025-04-02,5.7,9
VOL_10001,EVNT_180,2025-04-02,4.1,10
VOL_10001,EVNT_183,2025-04-02,4.0,9
VOL_10001,EVNT_182,2025-04-02,3.6,9
VOL_10001,EVNT_186,2025-04-05,2.4,10
VOL_10001,EVNT_185,2025-04-05,4.5,10
VOL_10001,EVNT_189,2025-04-09,4.1,10
VOL_10001,EVNT_191,2025-04-09,2.8,9
VOL_10001,EVNT_190,2025-04-09,2.4,10
VOL_10001,EVNT_193,2025-04-12,4.2,8
VOL_10001,EVNT_199,2025-04-16,3.5,8
VOL_10001,EVNT_198,2025-04-16,4.4,8
VOL_10001,EVNT_200,2025-04-19,4.0,10
VOL_10001,EVNT_203,2025-04-23,3.6,8
VOL_10001,EVNT_206,2025-04-23,4.2,8
VOL_10001,EVNT_204,2025-04-23,3.0,9
VOL_10001,EVNT_205,2025-04-23,4.5,8
VOL_10001,EVNT_207,2025-04-26,3.5,9
VOL_10001,EVNT_209,2025-04-26,1.8,9
VOL_10001,EVNT_208,2025-04-26,3.0,9
VOL_10001,EVNT_210,2025-04-26,3.9,7
VOL_10001,EVNT_215,2025-04-30,3.6,9
VOL_10001,EVNT_212,2025-04-30,3.3,9
VOL_10001,EVNT_216,2025-05-03,2.5,9
VOL_10001,EVNT_217,2025-05-03,3.5,10
VOL_10001,EVNT_221,2025-05-07,3.1,8
VOL_10001,EVNT_218,2025-05-07,2.3,9
VOL_10001,EVNT_223,2025-05-10,3.1,8
VOL_10001,EVNT_225,2025-05-14,3.9,10
VOL_10001,EVNT_227,2025-05-17,3.2,10
VOL_10001,EVNT_231,2025-05-17,4.0,9
VOL_10001,EVNT_228,2025-05-17,3.1,8
VOL_10001,EVNT_234,2025-05-24,4.1,9
VOL_10001,EVNT_235,2025-05-24,3.8,8
VOL_10001,EVNT_236,2025-05-24,2.1,9
VOL_10001,EVNT_237,2025-05-28,2.4,9
VOL_10001,EVNT_240,2025-05-31,4.1,9
VOL_10001,EVNT_243,2025-05-31,4.1,9
VOL_10001,EVNT_245,2025-06-04,3.1,9
VOL_10001,EVNT_249,2025-06-07,2.4,9
VOL_10001,EVNT_247,2025-06-07,3.3,9
VOL_10001,EVNT_250,2025-06-11,5.8,8
VOL_10001,EVNT_251,2025-06-11,3.1,9
VOL_10001,EVNT_256,2025-06-14,4.1,9
VOL_10001,EVNT_253,2025-06-14,3.5,10
VOL_10001,EVNT_259,2025-06-18,3.7,9
VOL_10001,EVNT_258,2025-06-18,3.4,9
VOL_10001,EVNT_260,2025-06-18,4.8,8
VOL_10001,EVNT_262,2025-06-21,4.5,10
VOL_10001,EVNT_264,2025-06-21,4.2,9
VOL_10001,EVNT_268,2025-06-25,2.4,9
VOL_10001,EVNT_269,2025-06-25,1.4,8
VOL_10001,EVNT_270,2025-06-28,3.5,10
VOL_10001,EVNT_272,2025-06-28,3.4,9
VOL_10001,EVNT_274,2025-07-02,2.8,9
VOL_10001,EVNT_276,2025-07-05,4.4,9
VOL_10001,EVNT_278,2025-07-05,3.6,8
VOL_10001,EVNT_279,2025-07-09,3.0,8
VOL_10001,EVNT_281,2025-07-09,4.0,10
VOL_10001,EVNT_282,2025-07-12,4.4,8
VOL_10001,EVNT_284,2025-07-12,4.0,9
VOL_10001,EVNT_286,2025-07-16,3.9,10
VOL_10001,EVNT_287,2025-07-16,2.3,9
VOL_10001,EVNT_289,2025-07-16,3.9,8
VOL_10001,EVNT_294,2025-07-19,4.0,9
VOL_10001,EVNT_291,2025-07-19,3.6,7
VOL_10001,EVNT_292,2025-07-19,3.3,8
VOL_10001,EVNT_295,2025-07-23,4.0,7
VOL_10001,EVNT_297,2025-07-23,3.9,8
VOL_10001,EVNT_301,2025-07-26,4.5,9
VOL_10001,EVNT_300,2025-07-26,4.2,9
VOL_10001,EVNT_298,2025-07-26,3.1,9
VOL_10001,EVNT_304,2025-07-30,3.7,9
VOL_10001,EVNT_305,2025-07-30,4.1,10
VOL_10001,EVNT_306,2025-07-30,4.3,8
VOL_10001,EVNT_303,2025-07-30,2.7,8
VOL_10001,EVNT_307,2025-08-02,3.3,10
VOL_10001,EVNT_309,2025-08-02,2.8,10
VOL_10001,EVNT_314,2025-08-09,3.6,9
VOL_10001,EVNT_315,2025-08-09,3.2,8
VOL_10001,EVNT_316,2025-08-09,4.3,9
VOL_10001,EVNT_317,2025-08-09,3.0,9
VOL_10001,EVNT_320,2025-08-13,4.3,8
VOL_10001,EVNT_319,2025-08-13,2.1,9
VOL_10001,EVNT_318,2025-08-13,4.0,7
VOL_10001,EVNT_324,2025-08-16,3.9,7
VOL_10001,EVNT_322,2025-08-16,4.5,9
VOL_10001,EVNT_325,2025-08-16,3.1,9
VOL_10001,EVNT_327,2025-08-20,3.0,10
VOL_10001,EVNT_328,2025-08-20,3.5,10
VOL_10001,EVNT_330,2025-08-23,3.0,9
VOL_10001,EVNT_332,2025-08-23,4.2,9
VOL_10001,EVNT_329,2025-08-23,3.9,8
VOL_10001,EVNT_331,2025-08-23,3.7,9
VOL_10001,EVNT_336,2025-08-27,2.4,8
VOL_10001,EVNT_338,2025-08-30,4.4,9
VOL_10001,EVNT_340,2025-09-03,4.0,10
VOL_10001,EVNT_339,2025-09-03,3.1,8
VOL_10001,EVNT_343,2025-09-10,3.3,9
VOL_10001,EVNT_345,2025-09-13,3.1,9
VOL_10001,EVNT_346,2025-09-13,4.5,9
VOL_10001,EVNT_347,2025-09-17,3.0,10
VOL_10001,EVNT_348,2025-09-17,4.4,9
VOL_10001,EVNT_350,2025-09-20,3.3,8
VOL_10001,EVNT_351,2025-09-20,2.6,8
VOL_10001,EVNT_353,2025-09-24,3.6,10
VOL_10001,EVNT_352,2025-09-24,3.3,9
VOL_10001,EVNT_358,2025-09-27,3.1,9
VOL_10001,EVNT_357,2025-09-27,2.4,10
VOL_10001,EVNT_356,2025-09-27,3.2,9
VOL_10001,EVNT_355,2025-09-27,3.5,9
VOL_10001,EVNT_360,2025-10-01,3.2,9
VOL_10001,EVNT_359,2025-10-01,4.6,10
VOL_10001,EVNT_363,2025-10-04,3.8,10
VOL_10001,EVNT_362,2025-10-04,3.3,8
VOL_10001,EVNT_368,2025-10-11,3.1,7
VOL_10001,EVNT_369,2025-10-15,4.9,9
VOL_10001,EVNT_371,2025-10-15,5.0,9
VOL_10001,EVNT_370,2025-10-15,4.7,8
VOL_10001,EVNT_372,2025-10-18,4.2,10
VOL_10001,EVNT_373,2025-10-18,3.5,9
VOL_10001,EVNT_374,2025-10-18,3.1,8
VOL_10001,EVNT_376,2025-10-22,2.5,9
VOL_10001,EVNT_377,2025-10-22,3.0,8
VOL_10001,EVNT_381,2025-10-25,4.4,9
VOL_10001,EVNT_379,2025-10-25,3.5,9
VOL_10001,EVNT_386,2025-10-29,4.9,9
VOL_10001,EVNT_383,2025-10-29,3.4,7
VOL_10001,EVNT_384,2025-10-29,4.7,10
VOL_10001,EVNT_389,2025-11-01,4.5,8
VOL_10001,EVNT_393,2025-11-05,3.2,10
VOL_10001,EVNT_391,2025-11-05,4.1,8
VOL_10001,EVNT_392,2025-11-05,2.3,10
VOL_10001,EVNT_397,2025-11-08,3.6,8
VOL_10001,EVNT_398,2025-11-08,2.9,8
VOL_10001,EVNT_395,2025-11-08,3.8,8
VOL_10001,EVNT_402,2025-11-12,4.0,9
VOL_10001,EVNT_403,2025-11-12,4.9,7
VOL_10001,EVNT_401,2025-11-12,3.3,10
VOL_10001,EVNT_405,2025-11-15,2.8,9
VOL_10001,EVNT_408,2025-11-15,2.9,10
VOL_10001,EVNT_406,2025-11-15,4.6,9
VOL_10001,EVNT_411,2025-11-19,3.1,10
VOL_10001,EVNT_410,2025-11-19,3.8,8
VOL_10001,EVNT_412,2025-11-22,3.7,9
VOL_10001,EVNT_416,2025-11-22,1.9,8
VOL_10001,EVNT_418,2025-11-26,4.4,8
VOL_10001,EVNT_419,2025-11-26,2.5,9
VOL_10001,EVNT_421,2025-11-26,3.3,8
VOL_10001,EVNT_422,2025-11-29,3.6,9
VOL_10001,EVNT_426,2025-12-03,3.0,9
VOL_10001,EVNT_428,2025-12-03,2.9,8
VOL_10001,EVNT_431,2025-12-06,3.5,8
VOL_10001,EVNT_433,2025-12-06,2.3,10
VOL_10001,EVNT_430,2025-12-06,4.8,8
VOL_10001,EVNT_432,2025-12-06,4.7,10
VOL_10001,EVNT_437,2025-12-10,2.6,10
VOL_10001,EVNT_440,2025-12-13,3.5,8
VOL_10001,EVNT_442,2025-12-17,2.6,8
VOL_10001,EVNT_441,2025-12-17,3.8,7
VOL_10001,EVNT_444,2025-12-17,3.9,9
VOL_10001,EVNT_445,2025-12-17,4.0,10
VOL_10001,EVNT_447,2025-12-20,1.9,10
VOL_10001,EVNT_446,2025-12-20,2.1,7
VOL_10001,EVNT_450,2025-12-24,3.8,9
VOL_10001,EVNT_449,2025-12-24,3.8,8
VOL_10001,EVNT_451,2025-12-24,2.2,9
VOL_10001,EVNT_453,2025-12-27,3.6,9
VOL_10001,EVNT_452,2025-12-27,4.1,10
VOL_10001,EVNT_454,2025-12-27,4.0,10
VOL_10001,EVNT_456,2026-01-03,2.9,10
VOL_10001,EVNT_457,2026-01-03,3.3,7
VOL_10001,EVNT_458,2026-01-03,3.1,8
VOL_10001,EVNT_460,2026-01-07,2.7,9
VOL_10001,EVNT_461,2026-01-07,3.9,9
VOL_10001,EVNT_459,2026-01-07,4.9,8
VOL_10001,EVNT_462,2026-01-10,1.9,8
VOL_10001,EVNT_466,2026-01-14,4.5,8
VOL_10001,EVNT_463,2026-01-14,2.5,9
VOL_10001,EVNT_465,2026-01-14,3.7,7
VOL_10001,EVNT_467,2026-01-17,4.0,7
VOL_10001,EVNT_468,2026-01-17,3.8,7
VOL_10001,EVNT_469,2026-01-17,4.8,9
VOL_10001,EVNT_470,2026-01-21,3.4,8
VOL_10001,EVNT_471,2026-01-21,4.7,9
VOL_10001,EVNT_474,2026-01-24,4.2,10
VOL_10001,EVNT_475,2026-01-24,5.1,7
VOL_10001,EVNT_479,2026-01-28,3.3,9
VOL_10001,EVNT_476,2026-01-28,2.7,9
VOL_10001,EVNT_477,2026-01-28,2.7,8
VOL_10001,EVNT_480,2026-01-31,2.9,8
VOL_10001,EVNT_482,2026-01-31,3.6,9
VOL_10001,EVNT_484,2026-02-04,3.3,9
VOL_10001,EVNT_485,2026-02-04,2.0,10
VOL_10001,EVNT_486,2026-02-07,3.6,8
VOL_10001,EVNT_488,2026-02-07,2.9,8
VOL_10001,EVNT_491,2026-02-11,4.2,8
VOL_10001,EVNT_493,2026-02-14,3.1,8
VOL_10001,EVNT_494,2026-02-14,2.9,10
VOL_10001,EVNT_495,2026-02-14,3.4,9
VOL_10001,EVNT_498,2026-02-18,4.1,10
VOL_10001,EVNT_496,2026-02-18,4.1,8
VOL_10001,EVNT_501,2026-02-21,3.1,9
VOL_10001,EVNT_502,2026-02-21,1.7,10
VOL_10001,EVNT_500,2026-02-21,4.2,9
VOL_10001,EVNT_504,2026-02-25,2.6,10
VOL_10001,EVNT_505,2026-02-25,1.3,9
VOL_10001,EVNT_507,2026-02-25,3.4,8
VOL_10001,EVNT_508,2026-02-28,3.6,9
VOL_10001,EVNT_512,2026-03-04,3.4,9
VOL_10001,EVNT_513,2026-03-04,2.6,9
VOL_10001,EVNT_514,2026-03-04,2.9,10
VOL_10001,EVNT_516,2026-03-07,2.9,9
VOL_10001,EVNT_515,2026-03-07,4.0,8
VOL_10001,EVNT_518,2026-03-11,3.7,9
VOL_10001,EVNT_523,2026-03-14,4.8,10
VOL_10001,EVNT_528,2026-03-18,3.8,8
VOL_10001,EVNT_530,2026-03-18,3.6,7
VOL_10001,EVNT_529,2026-03-18,4.3,7
VOL_10001,EVNT_531,2026-03-21,4.4,9
VOL_10001,EVNT_532,2026-03-25,3.3,8
VOL_10001,EVNT_535,2026-03-28,1.5,9
VOL_10001,EVNT_537,2026-03-28,3.8,7
VOL_10001,EVNT_544,2026-04-08,3.1,7
VOL_10001,EVNT_549,2026-04-11,3.2,10
VOL_10001,EVNT_547,2026-04-11,4.1,9
VOL_10001,EVNT_551,2026-04-15,3.6,7
VOL_10001,EVNT_554,2026-04-18,4.4,9
VOL_10001,EVNT_557,2026-04-22,3.2,9
VOL_10001,EVNT_556,2026-04-22,3.7,10
VOL_10001,EVNT_558,2026-04-22,3.3,9
VOL_10001,EVNT_562,2026-04-25,2.6,8
VOL_10001,EVNT_564,2026-04-25,4.7,8
VOL_10001,EVNT_568,2026-04-29,3.5,8
VOL_10002,EVNT_217,2025-05-03,4.4,10
VOL_10002,EVNT_216,2025-05-03,2.5,9
VOL_10002,EVNT_223,2025-05-10,3.7,9
VOL_10002,EVNT_222,2025-05-10,3.0,8
VOL_10002,EVNT_228,2025-05-17,2.7,9
VOL_10002,EVNT_229,2025-05-17,3.3,8
VOL_10002,EVNT_227,2025-05-17,3.4,9
VOL_10002,EVNT_244,2025-05-31,2.1,10
VOL_10002,EVNT_243,2025-05-31,3.2,9
VOL_10002,EVNT_247,2025-06-07,2.5,8
VOL_10002,EVNT_265,2025-06-21,2.1,9
VOL_10002,EVNT_262,2025-06-21,4.4,8
VOL_10002,EVNT_267,2025-06-25,3.2,10
VOL_10002,EVNT_270,2025-06-28,4.1,8
VOL_10002,EVNT_272,2025-06-28,2.7,8
VOL_10002,EVNT_273,2025-07-02,2.1,9
VOL_10002,EVNT_279,2025-07-09,4.1,9
VOL_10002,EVNT_280,2025-07-09,3.6,9
VOL_10002,EVNT_281,2025-07-09,3.7,10
VOL_10002,EVNT_284,2025-07-12,3.9,7
VOL_10002,EVNT_286,2025-07-16,3.1,10
VOL_10002,EVNT_291,2025-07-19,3.5,9
VOL_10002,EVNT_296,2025-07-23,3.6,8
VOL_10002,EVNT_305,2025-07-30,2.9,9
VOL_10002,EVNT_306,2025-07-30,2.9,10
VOL_10002,EVNT_315,2025-08-09,4.9,9
VOL_10002,EVNT_317,2025-08-09,3.8,10
VOL_10002,EVNT_314,2025-08-09,2.8,10
VOL_10002,EVNT_321,2025-08-13,2.6,7
VOL_10002,EVNT_324,2025-08-16,2.3,8
VOL_10002,EVNT_325,2025-08-16,3.5,9
VOL_10002,EVNT_323,2025-08-16,3.5,9
VOL_10002,EVNT_328,2025-08-20,3.0,9
VOL_10002,EVNT_333,2025-08-23,3.3,10
VOL_10002,EVNT_332,2025-08-23,3.2,7
VOL_10002,EVNT_334,2025-08-27,2.8,9
VOL_10002,EVNT_335,2025-08-27,4.1,10
VOL_10002,EVNT_336,2025-08-27,3.3,9
VOL_10002,EVNT_337,2025-08-30,4.6,9
VOL_10002,EVNT_347,2025-09-17,4.7,10
VOL_10002,EVNT_352,2025-09-24,3.3,9
VOL_10002,EVNT_353,2025-09-24,3.8,9
VOL_10002,EVNT_364,2025-10-04,5.1,10
VOL_10002,EVNT_363,2025-10-04,2.2,7
VOL_10002,EVNT_362,2025-10-04,3.2,9
VOL_10002,EVNT_368,2025-10-11,3.8,9
VOL_10002,EVNT_371,2025-10-15,3.5,8
VOL_10002,EVNT_374,2025-10-18,3.7,8
VOL_10002,EVNT_378,2025-10-22,2.9,9
VOL_10002,EVNT_381,2025-10-25,3.7,8
VOL_10002,EVNT_380,2025-10-25,4.1,8
VOL_10002,EVNT_383,2025-10-29,3.2,10
VOL_10002,EVNT_384,2025-10-29,4.1,9
VOL_10002,EVNT_387,2025-11-01,3.1,9
VOL_10002,EVNT_390,2025-11-05,4.3,8
VOL_10002,EVNT_393,2025-11-05,3.8,10
VOL_10002,EVNT_391,2025-11-05,3.3,9
VOL_10002,EVNT_403,2025-11-12,3.5,9
VOL_10002,EVNT_399,2025-11-12,2.9,9
VOL_10002,EVNT_402,2025-11-12,3.6,9
VOL_10002,EVNT_410,2025-11-19,4.8,7
VOL_10002,EVNT_414,2025-11-22,1.8,8
VOL_10002,EVNT_415,2025-11-22,4.4,9
VOL_10002,EVNT_413,2025-11-22,2.9,9
VOL_10002,EVNT_420,2025-11-26,2.8,7
VOL_10002,EVNT_425,2025-11-29,4.7,10
VOL_10002,EVNT_426,2025-12-03,2.9,9
VOL_10002,EVNT_427,2025-12-03,3.0,9
VOL_10002,EVNT_429,2025-12-03,3.5,9
VOL_10002,EVNT_433,2025-12-06,4.2,9
VOL_10002,EVNT_439,2025-12-13,4.0,8
VOL_10002,EVNT_447,2025-12-20,2.1,9
VOL_10002,EVNT_449,2025-12-24,3.3,8
VOL_10002,EVNT_454,2025-12-27,3.4,10
VOL_10002,EVNT_458,2026-01-03,4.0,9
VOL_10002,EVNT_461,2026-01-07,3.2,8
VOL_10002,EVNT_472,2026-01-21,2.7,8
VOL_10002,EVNT_473,2026-01-21,3.6,8
VOL_10002,EVNT_475,2026-01-24,3.4,8
VOL_10002,EVNT_479,2026-01-28,4.5,8
VOL_10002,EVNT_478,2026-01-28,3.1,9
VOL_10002,EVNT_476,2026-01-28,3.2,10
VOL_10002,EVNT_483,2026-02-04,3.4,9
VOL_10002,EVNT_484,2026-02-04,3.2,10
VOL_10002,EVNT_487,2026-02-07,3.1,10
VOL_10002,EVNT_494,2026-02-14,3.5,9
VOL_10002,EVNT_495,2026-02-14,3.0,8
VOL_10002,EVNT_496,2026-02-18,3.0,9
VOL_10002,EVNT_500,2026-02-21,2.2,9
VOL_10002,EVNT_506,2026-02-25,3.3,7
VOL_10002,EVNT_512,2026-03-04,3.7,8
VOL_10002,EVNT_511,2026-03-04,3.9,9
VOL_10002,EVNT_515,2026-03-07,4.0,9
VOL_10002,EVNT_516,2026-03-07,4.1,8
VOL_10002,EVNT_529,2026-03-18,4.4,9
VOL_10002,EVNT_527,2026-03-18,2.9,8
VOL_10002,EVNT_534,2026-03-28,3.9,10
VOL_10002,EVNT_536,2026-03-28,2.4,7
VOL_10002,EVNT_545,2026-04-08,3.6,9
VOL_10002,EVNT_546,2026-04-08,5.0,7
VOL_10002,EVNT_543,2026-04-08,4.4,10
VOL_10002,EVNT_548,2026-04-11,2.0,8
VOL_10002,EVNT_549,2026-04-11,2.9,8
VOL_10002,EVNT_547,2026-04-11,3.1,8
VOL_10002,EVNT_554,2026-04-18,5.5,10
VOL_10002,EVNT_558,2026-04-22,4.9,8
VOL_10002,EVNT_566,2026-04-29,5.2,9
VOL_10003,EVNT_186,2025-04-05,3.2,9
VOL_10003,EVNT_185,2025-04-05,3.1,9
VOL_10003,EVNT_189,2025-04-09,3.7,7
VOL_10003,EVNT_190,2025-04-09,3.7,9
VOL_10003,EVNT_188,2025-04-09,2.1,10
VOL_10003,EVNT_191,2025-04-09,4.0,9
VOL_10003,EVNT_193,2025-04-12,3.4,8
