donation_id,volunteer_id,amount,date
DON_50058,VOL_10003,25.0,2025-04-27
DON_50059,VOL_10003,100.0,2025-05-01
DON_50060,VOL_10003,10.0,2025-05-18
DON_50061,VOL_10003,25.0,2025-05-25
DON_50062,VOL_10003,25.0,2025-06-12
DON_50063,VOL_10003,50.0,2025-06-19
DON_50064,VOL_10003,25.0,2025-07-03
DON_50065,VOL_10003,10.0,2025-07-13
DON_50066,VOL_10003,10.0,2025-07-31
DON_50067,VOL_10003,10.0,2025-10-02
DON_50068,VOL_10003,10.0,2025-10-02
DON_50069,VOL_10003,25.0,2025-10-16
DON_50070,VOL_10003,25.0,2025-10-23
DON_50071,VOL_10003,50.0,2025-10-23
DON_50072,VOL_10003,100.0,2025-11-09
DON_50073,VOL_10003,10.0,2025-11-16
DON_50074,VOL_10003,25.0,2025-11-16
DON_50075,VOL_10003,10.0,2025-11-16
DON_50076,VOL_10003,50.0,2025-11-27
DON_50077,VOL_10003,10.0,2025-11-30
DON_50078,VOL_10003,25.0,2025-12-25
DON_50079,VOL_10003,50.0,2025-12-28
DON_50080,VOL_10003,10.0,2026-01-15
DON_50081,VOL_10003,25.0,2026-01-25
DON_50082,VOL_10003,10.0,2026-01-25
DON_50083,VOL_10003,25.0,2026-02-22
DON_50084,VOL_10003,25.0,2026-03-05
DON_50085,VOL_10003,10.0,2026-03-15
DON_50086,VOL_10003,10.0,2026-04-02
DON_50087,VOL_10003,10.0,2026-04-23
DON_50088,VOL_10004,25.0,2025-11-16
DON_50089,VOL_10004,100.0,2025-11-23
DON_50090,VOL_10004,25.0,2025-11-27
DON_50091,VOL_10004,50.0,2025-12-04
DON_50092,VOL_10004,10.0,2025-12-11
DON_50093,VOL_10004,10.0,2025-12-28
DON_50094,VOL_10004,100.0,2026-01-08
DON_50095,VOL_10004,50.0,2026-01-15
DON_50096,VOL_10004,10.0,2026-02-26
DON_50097,VOL_10004,25.0,2026-03-05
DON_50098,VOL_10004,25.0,2026-03-12
DON_50099,VOL_10004,50.0,2026-04-09
DON_50100,VOL_10004,100.0,2026-04-09
DON_50101,VOL_10004,10.0,2026-04-30
DON_50102,VOL_10005,10.0,2025-10-30
DON_50103,VOL_10005,10.0,2025-11-16
DON_50104,VOL_10005,25.0,2025-11-23
DON_50105,VOL_10005,10.0,2025-12-11
DON_50106,VOL_10005,10.0,2025-12-11
DON_50107,VOL_10005,10.0,2025-12-18
DON_50108,VOL_10005,10.0,2025-12-18
DON_50109,VOL_10005,10.0,2026-01-29
DON_50110,VOL_10005,50.0,2026-02-08
DON_50111,VOL_10005,10.0,2026-02-12
DON_50112,VOL_10005,10.0,2026-03-01
DON_50113,VOL_10005,10.0,2026-03-05
DON_50114,VOL_10005,10.0,2026-03-05
DON_50115,VOL_10005,10.0,2026-04-30
DON_50116,VOL_10006,100.0,2026-03-05
DON_50117,VOL_10006,10.0,2026-03-12
DON_50118,VOL_10006,10.0,2026-04-23
DON_50119,VOL_10007,10.0,2025-02-23
DON_50120,VOL_10007,25.0,2025-02-27
DON_50121,VOL_10007,100.0,2025-03-06
DON_50122,VOL_10007,50.0,2025-03-20
DON_50123,VOL_10007,50.0,2025-04-10
DON_50124,VOL_10007,10.0,2025-04-27
DON_50125,VOL_10007,100.0,2025-04-27
DON_50126,VOL_10007,25.0,2025-05-11
DON_50127,VOL_10007,25.0,2025-05-15
DON_50128,VOL_10007,10.0,2025-05-18
DON_50129,VOL_10007,10.0,2025-06-01
DON_50130,VOL_10007,10.0,2025-06-12
DON_50131,VOL_10007,50.0,2025-06-26
DON_50132,VOL_10007,25.0,2025-06-29
DON_50133,VOL_10007,10.0,2025-07-10
DON_50134,VOL_10007,50.0,2025-07-17
DON_50135,VOL_10007,10.0,2025-07-24
DON_50136,VOL_10007,10.0,2025-07-31
DON_50137,VOL_10007,25.0,2025-07-31
DON_50138,VOL_10007,25.0,2025-08-07
DON_50139,VOL_10007,10.0,2025-08-10
DON_50140,VOL_10007,50.0,2025-08-10
DON_50141,VOL_10007,50.0,2025-08-14
DON_50142,VOL_10007,100.0,2025-09-14
DON_50143,VOL_10007,50.0,2025-10-02
DON_50144,VOL_10007,25.0,2025-10-05
DON_50145,VOL_10007,10.0,2025-10-12
DON_50146,VOL_10007,25.0,2025-10-16
DON_50147,VOL_10007,10.0,2025-10-23
DON_50148,VOL_10007,10.0,2025-10-30
DON_50149,VOL_10007,25.0,2025-11-06
DON_50150,VOL_10007,50.0,2025-11-06
DON_50151,VOL_10007,25.0,2025-11-13
DON_50152,VOL_10007,25.0,2025-11-16
DON_50153,VOL_10007,50.0,2025-11-30
DON_50154,VOL_10007,10.0,2025-12-21
DON_50155,VOL_10007,25.0,2025-12-25
DON_50156,VOL_10007,10.0,2026-02-15
DON_50157,VOL_10007,25.0,2026-02-22
DON_50158,VOL_10007,10.0,2026-02-26
DON_50159,VOL_10007,25.0,2026-03-05
DON_50160,VOL_10007,10.0,2026-03-15
DON_50161,VOL_10007,10.0,2026-03-29
DON_50162,VOL_10007,50.0,2026-03-29
DON_50163,VOL_10008,25.0,2025-07-06
DON_50164,VOL_10008,25.0,2025-07-17
DON_50165,VOL_10008,10.0,2025-07-20
DON_50166,VOL_10008,25.0,2025-07-20
DON_50167,VOL_10008,10.0,2025-07-31
DON_50168,VOL_10008,25.0,2025-08-17
DON_50169,VOL_10008,10.0,2025-08-24
DON_50170,VOL_10008,10.0,2025-08-24
DON_50171,VOL_10008,50.0,2025-09-11
DON_50172,VOL_10008,50.0,2025-09-21
DON_50173,VOL_10008,10.0,2025-10-02
DON_50174,VOL_10008,25.0,2025-11-13
DON_50175,VOL_10008,10.0,2025-11-23
DON_50176,VOL_10008,10.0,2025-11-30
DON_50177,VOL_10008,25.0,2025-12-04
DON_50178,VOL_10008,25.0,2025-12-04
DON_50179,VOL_10008,10.0,2025-12-04
DON_50180,VOL_10008,10.0,2026-01-15
DON_50181,VOL_10008,25.0,2026-01-18
DON_50182,VOL_10008,10.0,2026-01-18
DON_50183,VOL_10008,25.0,2026-01-29
DON_50184,VOL_10008,50.0,2026-02-19
DON_50185,VOL_10008,10.0,2026-02-26
DON_50186,VOL_10008,25.0,2026-02-26
DON_50187,VOL_10008,10.0,2026-02-26
DON_50188,VOL_10008,10.0,2026-03-19
DON_50189,VOL_10008,100.0,2026-03-22
DON_50190,VOL_10008,10.0,2026-03-29
DON_50191,VOL_10008,100.0,2026-04-16
DON_50192,VOL_10009,10.0,2025-01-16
DON_50193,VOL_10009,25.0,2025-01-23
DON_50194,VOL_10009,10.0,2025-02-09
DON_50195,VOL_10009,10.0,2025-02-13
DON_50196,VOL_10009,50.0,2025-03-09
DON_50197,VOL_10009,100.0,2025-03-23
DON_50198,VOL_10009,10.0,2025-04-10
DON_50199,VOL_10009,10.0,2025-04-24
DON_50200,VOL_10009,10.0,2025-04-27
DON_50201,VOL_10009,100.0,2025-05-18
DON_50202,VOL_10009,50.0,2025-05-25
DON_50203,VOL_10009,10.0,2025-05-29
DON_50204,VOL_10009,100.0,2025-06-15
DON_50205,VOL_10009,50.0,2025-07-20
DON_50206,VOL_10009,10.0,2025-07-27
DON_50207,VOL_10009,25.0,2025-08-10
DON_50208,VOL_10009,25.0,2025-08-17
DON_50209,VOL_10009,10.0,2025-08-17
DON_50210,VOL_10009,25.0,2025-08-28
DON_50211,VOL_10009,25.0,2025-08-31
DON_50212,VOL_10009,10.0,2025-09-21
DON_50213,VOL_10009,50.0,2025-10-02
DON_50214,VOL_10009,50.0,2025-10-12
DON_50215,VOL_10009,10.0,2025-10-16
DON_50216,VOL_10009,25.0,2025-10-23
DON_50217,VOL_10009,10.0,2025-11-02
DON_50218,VOL_10009,10.0,2025-11-06
DON_50219,VOL_10009,50.0,2025-11-30
DON_50220,VOL_10009,10.0,2025-11-30
DON_50221,VOL_10009,10.0,2025-12-04
DON_50222,VOL_10009,10.0,2025-12-07
DON_50223,VOL_10009,10.0,2025-12-21
DON_50224,VOL_10009,25.0,2026-01-08
DON_50225,VOL_10009,10.0,2026-01-11
DON_50226,VOL_10009,10.0,2026-01-15
DON_50227,VOL_10009,50.0,2026-01-15
DON_50228,VOL_10009,10.0,2026-01-18
DON_50229,VOL_10009,10.0,2026-01-22
DON_50230,VOL_10009,100.0,2026-02-19
DON_50231,VOL_10009,50.0,2026-02-22
DON_50232,VOL_10009,25.0,2026-04-02
DON_50233,VOL_10009,10.0,2026-04-16
DON_50234,VOL_10009,10.0,2026-04-16
DON_50235,VOL_10009,50.0,2026-04-19
DON_50236,VOL_10009,10.0,2026-04-30
DON_50237,VOL_10010,10.0,2025-04-06
DON_50238,VOL_10010,100.0,2025-04-27
DON_50239,VOL_10010,10.0,2025-05-18
DON_50240,VOL_10010,50.0,2025-05-25
DON_50241,VOL_10010,25.0,2025-05-25
DON_50242,VOL_10010,50.0,2025-06-01
DON_50243,VOL_10010,10.0,2025-06-12
DON_50244,VOL_10010,25.0,2025-07-06
DON_50245,VOL_10010,25.0,2025-07-20
DON_50246,VOL_10010,50.0,2025-08-17
DON_50247,VOL_10010,25.0,2025-10-12
DON_50248,VOL_10010,25.0,2025-10-30
DON_50249,VOL_10010,10.0,2025-11-13
DON_50250,VOL_10010,10.0,2025-11-13
DON_50251,VOL_10010,50.0,2025-11-27
DON_50252,VOL_10010,10.0,2025-11-27
DON_50253,VOL_10010,100.0,2025-11-30
DON_50254,VOL_10010,10.0,2025-12-18
DON_50255,VOL_10010,10.0,2025-12-21
DON_50256,VOL_10010,100.0,2026-01-08
DON_50257,VOL_10010,25.0,2026-01-18
DON_50258,VOL_10010,10.0,2026-01-18
DON_50259,VOL_10010,100.0,2026-02-01
DON_50260,VOL_10010,25.0,2026-02-05
DON_50261,VOL_10010,50.0,2026-02-05
DON_50262,VOL_10010,10.0,2026-02-12
DON_50263,VOL_10010,25.0,2026-02-26
DON_50264,VOL_10010,10.0,2026-03-05
DON_50265,VOL_10010,10.0,2026-03-12
DON_50266,VOL_10010,25.0,2026-03-29
DON_50267,VOL_10010,25.0,2026-04-19
DON_50268,VOL_10011,10.0,2025-08-21
DON_50269,VOL_10011,10.0,2025-08-21
DON_50270,VOL_10012,25.0,2025-02-23
DON_50271,VOL_10012,10.0,2025-03-02
DON_50272,VOL_10013,10.0,2025-04-03
DON_50273,VOL_10013,25.0,2025-04-06
DON_50274,VOL_10016,10.0,2025-04-13
DON_50275,VOL_10016,10.0,2025-04-24
DON_50276,VOL_10016,50.0,2025-05-01
DON_50277,VOL_10016,25.0,2025-05-18
DON_50278,VOL_10017,25.0,2025-09-25
DON_50279,VOL_10017,10.0,2025-09-28
DON_50280,VOL_10017,100.0,2025-09-28
DON_50281,VOL_10017,10.0,2025-10-02
DON_50282,VOL_10017,25.0,2025-10-30
DON_50283,VOL_10017,50.0,2025-10-30
DON_50284,VOL_10017,25.0,2025-11-27
DON_50285,VOL_10017,10.0,2025-12-04
DON_50286,VOL_10017,10.0,2026-01-22
DON_50287,VOL_10017,25.0,2026-02-05
DON_50288,VOL_10017,50.0,2026-02-12
DON_50289,VOL_10017,25.0,2026-02-15
DON_50290,VOL_10017,50.0,2026-03-15
DON_50291,VOL_10017,10.0,2026-03-26
DON_50292,VOL_10017,50.0,2026-04-09
DON_50293,VOL_10017,25.0,2026-04-12
DON_50294,VOL_10017,50.0,2026-04-26
DON_50295,VOL_10017,10.0,2026-04-26
DON_50296,VOL_10017,25.0,2026-04-30
DON_50297,VOL_10018,50.0,2025-12-25
DON_50298,VOL_10018,25.0,2026-01-04
DON_50299,VOL_10018,50.0,2026-01-15
DON_50300,VOL_10018,50.0,2026-01-18
DON_50301,VOL_10018,10.0,2026-02-08
DON_50302,VOL_10018,50.0,2026-02-08
DON_50303,VOL_10018,25.0,2026-02-26
DON_50304,VOL_10018,50.0,2026-03-05
DON_50305,VOL_10018,10.0,2026-03-05
DON_50306,VOL_10018,50.0,2026-03-12
DON_50307,VOL_10018,10.0,2026-03-15
DON_50308,VOL_10018,100.0,2026-04-02
DON_50309,VOL_10018,100.0,2026-04-05
DON_50310,VOL_10018,10.0,2026-04-16
DON_50311,VOL_10018,100.0,2026-04-23
DON_50312,VOL_10018,25.0,2026-04-30
DON_50313,VOL_10019,25.0,2025-02-13
DON_50314,VOL_10019,10.0,2025-03-23
DON_50315,VOL_10019,25.0,2025-04-03
DON_50316,VOL_10019,10.0,2025-04-24
DON_50317,VOL_10019,25.0,2025-05-01
DON_50318,VOL_10019,50.0,2025-05-01
DON_50319,VOL_10019,10.0,2025-05-15
DON_50320,VOL_10019,100.0,2025-06-01
DON_50321,VOL_10019,25.0,2025-06-22
DON_50322,VOL_10019,10.0,2025-07-03
DON_50323,VOL_10019,100.0,2025-07-06
DON_50324,VOL_10019,100.0,2025-07-10
DON_50325,VOL_10019,10.0,2025-07-20
DON_50326,VOL_10019,10.0,2025-07-24
DON_50327,VOL_10019,10.0,2025-08-03
DON_50328,VOL_10019,25.0,2025-08-14
DON_50329,VOL_10019,10.0,2025-08-24
DON_50330,VOL_10019,50.0,2025-09-04
DON_50331,VOL_10019,50.0,2025-09-25
DON_50332,VOL_10019,25.0,2025-10-02
DON_50333,VOL_10019,10.0,2025-10-02
DON_50334,VOL_10019,10.0,2025-10-05
DON_50335,VOL_10019,25.0,2025-10-05
DON_50336,VOL_10019,25.0,2025-10-19
DON_50337,VOL_10019,10.0,2025-10-23
DON_50338,VOL_10019,10.0,2025-10-26
DON_50339,VOL_10019,10.0,2025-10-26
DON_50340,VOL_10019,10.0,2025-12-07
DON_50341,VOL_10019,25.0,2025-12-14
DON_50342,VOL_10019,25.0,2025-12-21
DON_50343,VOL_10019,100.0,2025-12-21
DON_50344,VOL_10019,25.0,2025-12-28
DON_50345,VOL_10019,10.0,2026-01-18
DON_50346,VOL_10019,100.0,2026-01-29
DON_50347,VOL_10019,50.0,2026-02-05
DON_50348,VOL_10019,10.0,2026-03-05
DON_50349,VOL_10019,25.0,2026-03-15
DON_50350,VOL_10019,10.0,2026-03-19
DON_50351,VOL_10019,50.0,2026-04-16
DON_50352,VOL_10019,25.0,2026-04-19
DON_50353,VOL_10020,25.0,2025-12-21
DON_50354,VOL_10020,10.0,2026-01-08
DON_50355,VOL_10020,10.0,2026-02-01
DON_50356,VOL_10020,100.0,2026-02-05
DON_50357,VOL_10020,25.0,2026-02-19
DON_50358,VOL_10020,10.0,2026-02-26
DON_50359,VOL_10020,10.0,2026-02-26
DON_50360,VOL_10020,10.0,2026-03-12
DON_50361,VOL_10021,10.0,2025-10-30
DON_50362,VOL_10021,50.0,2025-11-09
DON_50363,VOL_10021,25.0,2026-01-15
DON_50364,VOL_10021,100.0,2026-01-29
DON_50365,VOL_10021,10.0,2026-02-15
DON_50366,VOL_10021,10.0,2026-02-26
DON_50367,VOL_10021,10.0,2026-03-08
DON_50368,VOL_10021,10.0,2026-03-12
DON_50369,VOL_10021,10.0,2026-03-12
DON_50370,VOL_10021,100.0,2026-03-19
DON_50371,VOL_10021,10.0,2026-03-19
DON_50372,VOL_10021,10.0,2026-03-19
DON_50373,VOL_10021,25.0,2026-03-29
DON_50374,VOL_10021,25.0,2026-04-02
DON_50375,VOL_10021,25.0,2026-04-02
DON_50376,VOL_10021,25.0,2026-04-05
DON_50377,VOL_10021,25.0,2026-04-16
DON_50378,VOL_10021,50.0,2026-04-19
DON_50379,VOL_10021,25.0,2026-04-30
DON_50380,VOL_10022,100.0,2025-05-29
DON_50381,VOL_10022,10.0,2025-06-01
DON_50382,VOL_10022,10.0,2025-06-01
DON_50383,VOL_10022,10.0,2025-06-08
DON_50384,VOL_10023,25.0,2025-03-23
DON_50385,VOL_10023,25.0,2025-04-03
DON_50386,VOL_10023,10.0,2025-04-06
DON_50387,VOL_10023,25.0,2025-04-06
DON_50388,VOL_10023,25.0,2025-04-10
DON_50389,VOL_10023,25.0,2025-04-17
DON_50390,VOL_10023,10.0,2025-04-27
DON_50391,VOL_10023,10.0,2025-04-27
DON_50392,VOL_10023,10.0,2025-06-22
DON_50393,VOL_10023,10.0,2025-06-26
DON_50394,VOL_10023,50.0,2025-07-03
DON_50395,VOL_10023,10.0,2025-07-03
DON_50396,VOL_10023,100.0,2025-07-20
DON_50397,VOL_10023,25.0,2025-08-24
DON_50398,VOL_10023,10.0,2025-08-24
DON_50399,VOL_10023,10.0,2025-09-14
DON_50400,VOL_10023,10.0,2025-09-21
DON_50401,VOL_10023,100.0,2025-09-28
DON_50402,VOL_10023,10.0,2025-10-26
DON_50403,VOL_10023,50.0,2025-11-06
DON_50404,VOL_10023,100.0,2025-11-06
DON_50405,VOL_10023,50.0,2025-11-20
DON_50406,VOL_10023,100.0,2025-11-20
DON_50407,VOL_10023,10.0,2025-11-23
DON_50408,VOL_10023,50.0,2025-11-30
DON_50409,VOL_10023,100.0,2025-12-07
DON_50410,VOL_10023,100.0,2025-12-07
DON_50411,VOL_10023,25.0,2025-12-14
DON_50412,VOL_10023,10.0,2025-12-18
DON_50413,VOL_10023,10.0,2025-12-21
DON_50414,VOL_10023,10.0,2026-01-15
DON_50415,VOL_10023,25.0,2026-01-25
DON_50416,VOL_10023,10.0,2026-02-08
DON_50417,VOL_10023,25.0,2026-03-01
DON_50418,VOL_10023,10.0,2026-03-08
DON_50419,VOL_10023,25.0,2026-03-19
DON_50420,VOL_10023,50.0,2026-03-19
DON_50421,VOL_10023,50.0,2026-03-22
DON_50422,VOL_10023,50.0,2026-04-02
DON_50423,VOL_10024,25.0,2026-02-26
DON_50424,VOL_10024,100.0,2026-03-08
DON_50425,VOL_10024,50.0,2026-03-19
DON_50426,VOL_10024,25.0,2026-03-26
DON_50427,VOL_10024,25.0,2026-03-26
DON_50428,VOL_10024,25.0,2026-03-29
DON_50429,VOL_10024,10.0,2026-04-02
DON_50430,VOL_10024,10.0,2026-04-26
DON_50431,VOL_10026,10.0,2025-02-20
DON_50432,VOL_10026,10.0,2025-02-27
DON_50433,VOL_10026,10.0,2025-03-09
DON_50434,VOL_10026,50.0,2025-03-16
DON_50435,VOL_10026,25.0,2025-04-10
DON_50436,VOL_10026,10.0,2025-05-01
DON_50437,VOL_10026,50.0,2025-05-18
DON_50438,VOL_10026,50.0,2025-05-25
DON_50439,VOL_10026,10.0,2025-06-01
DON_50440,VOL_10026,10.0,2025-06-08
DON_50441,VOL_10026,25.0,2025-06-15
DON_50442,VOL_10026,100.0,2025-06-22
DON_50443,VOL_10026,25.0,2025-06-29
DON_50444,VOL_10026,10.0,2025-07-17
DON_50445,VOL_10026,10.0,2025-08-17
DON_50446,VOL_10026,25.0,2025-08-21
DON_50447,VOL_10026,10.0,2025-08-24
DON_50448,VOL_10026,10.0,2025-09-04
DON_50449,VOL_10026,10.0,2025-09-21
DON_50450,VOL_10026,25.0,2025-10-05
DON_50451,VOL_10026,10.0,2025-10-26
DON_50452,VOL_10026,10.0,2025-11-02
DON_50453,VOL_10026,50.0,2025-11-02
DON_50454,VOL_10026,10.0,2025-11-23
DON_50455,VOL_10026,50.0,2025-11-30
DON_50456,VOL_10026,25.0,2025-12-14
DON_50457,VOL_10026,50.0,2025-12-21
DON_50458,VOL_10026,10.0,2026-01-04
DON_50459,VOL_10026,25.0,2026-01-15
DON_50460,VOL_10026,10.0,2026-02-12
DON_50461,VOL_10026,10.0,2026-02-15
DON_50462,VOL_10026,50.0,2026-02-22
DON_50463,VOL_10026,25.0,2026-03-05
DON_50464,VOL_10026,10.0,2026-04-09
DON_50465,VOL_10027,10.0,2025-02-20
DON_50466,VOL_10027,25.0,2025-03-06
DON_50467,VOL_10027,25.0,2025-03-09
DON_50468,VOL_10027,50.0,2025-04-13
DON_50469,VOL_10027,25.0,2025-04-17
DON_50470,VOL_10027,25.0,2025-04-24
DON_50471,VOL_10027,10.0,2025-04-24
DON_50472,VOL_10027,25.0,2025-04-27
DON_50473,VOL_10027,10.0,2025-05-25
DON_50474,VOL_10027,10.0,2025-05-29
DON_50475,VOL_10027,25.0,2025-06-15
DON_50476,VOL_10027,25.0,2025-06-22
DON_50477,VOL_10027,10.0,2025-07-06
DON_50478,VOL_10027,50.0,2025-07-27
DON_50479,VOL_10027,10.0,2025-07-27
DON_50480,VOL_10027,25.0,2025-08-17
DON_50481,VOL_10027,10.0,2025-08-17
DON_50482,VOL_10027,100.0,2025-08-31
DON_50483,VOL_10027,10.0,2025-10-02
DON_50484,VOL_10027,100.0,2025-10-26
DON_50485,VOL_10027,10.0,2025-10-30
DON_50486,VOL_10027,10.0,2025-11-30
DON_50487,VOL_10027,25.0,2026-01-08
DON_50488,VOL_10027,10.0,2026-01-08
DON_50489,VOL_10027,25.0,2026-01-15
DON_50490,VOL_10027,10.0,2026-02-19
DON_50491,VOL_10027,50.0,2026-02-19
DON_50492,VOL_10027,100.0,2026-02-22
DON_50493,VOL_10027,25.0,2026-03-05
DON_50494,VOL_10027,10.0,2026-03-05
DON_50495,VOL_10027,10.0,2026-03-26
DON_50496,VOL_10027,100.0,2026-03-29
DON_50497,VOL_10027,10.0,2026-04-02
DON_50498,VOL_10027,10.0,2026-04-16
DON_50499,VOL_10027,25.0,2026-04-23
DON_50500,VOL_10027,50.0,2026-04-26
DON_50501,VOL_10027,100.0,2026-04-30
DON_50502,VOL_10028,10.0,2026-01-08
DON_50503,VOL_10028,25.0,2026-02-05
DON_50504,VOL_10028,10.0,2026-02-08
DON_50505,VOL_10028,10.0,2026-03-08
DON_50506,VOL_10028,10.0,2026-03-15
DON_50507,VOL_10028,10.0,2026-03-15
DON_50508,VOL_10029,50.0,2025-09-21
DON_50509,VOL_10029,25.0,2025-09-28
DON_50510,VOL_10029,50.0,2025-10-02
DON_50511,VOL_10029,50.0,2025-10-19
DON_50512,VOL_10030,10.0,2025-12-11
DON_50513,VOL_10030,10.0,2025-12-28
DON_50514,VOL_10030,25.0,2026-01-18
DON_50515,VOL_10030,25.0,2026-02-26
DON_50516,VOL_10030,25.0,2026-03-01
DON_50517,VOL_10030,25.0,2026-03-05
DON_50518,VOL_10030,25.0,2026-03-19
DON_50519,VOL_10031,50.0,2025-11-09
DON_50520,VOL_10031,25.0,2026-02-01
DON_50521,VOL_10031,100.0,2026-02-08
DON_50522,VOL_10031,25.0,2026-03-12
DON_50523,VOL_10032,25.0,2025-08-21
DON_50524,VOL_10033,10.0,2026-03-01
DON_50525,VOL_10033,10.0,2026-03-05
DON_50526,VOL_10033,10.0,2026-04-26
DON_50527,VOL_10033,50.0,2026-04-30
DON_50528,VOL_10034,100.0,2025-06-19
DON_50529,VOL_10034,10.0,2025-06-22
DON_50530,VOL_10035,100.0,2025-11-09
DON_50531,VOL_10035,100.0,2026-02-08
DON_50532,VOL_10035,25.0,2026-02-12
DON_50533,VOL_10035,50.0,2026-02-26
DON_50534,VOL_10035,10.0,2026-03-19
DON_50535,VOL_10035,10.0,2026-03-29
DON_50536,VOL_10036,50.0,2026-01-15
DON_50537,VOL_10036,50.0,2026-01-29
DON_50538,VOL_10036,25.0,2026-02-01
DON_50539,VOL_10036,25.0,2026-02-15
DON_50540,VOL_10036,10.0,2026-02-22
DON_50541,VOL_10036,50.0,2026-03-05
DON_50542,VOL_10036,10.0,2026-03-05
DON_50543,VOL_10036,10.0,2026-03-05
DON_50544,VOL_10036,10.0,2026-04-02
DON_50545,VOL_10036,10.0,2026-04-09
DON_50546,VOL_10036,25.0,2026-04-16
DON_50547,VOL_10036,10.0,2026-04-26
DON_50548,VOL_10037,50.0,2025-09-21
DON_50549,VOL_10037,50.0,2025-10-05
DON_50550,VOL_10037,100.0,2025-10-19
DON_50551,VOL_10037,10.0,2025-11-13
DON_50552,VOL_10037,25.0,2025-11-16
DON_50553,VOL_10037,10.0,2025-11-20
DON_50554,VOL_10037,10.0,2025-11-27
DON_50555,VOL_10037,50.0,2025-12-07
DON_50556,VOL_10037,10.0,2025-12-18
DON_50557,VOL_10037,50.0,2025-12-25
DON_50558,VOL_10037,50.0,2026-01-25
DON_50559,VOL_10037,25.0,2026-02-05
DON_50560,VOL_10037,50.0,2026-02-12
DON_50561,VOL_10037,25.0,2026-02-26
DON_50562,VOL_10037,10.0,2026-03-29
DON_50563,VOL_10037,25.0,2026-04-30
DON_50564,VOL_10038,10.0,2026-01-18
DON_50565,VOL_10038,50.0,2026-02-01
DON_50566,VOL_10038,50.0,2026-02-22
DON_50567,VOL_10038,10.0,2026-03-19
DON_50568,VOL_10038,10.0,2026-03-29
DON_50569,VOL_10038,10.0,2026-04-02
DON_50570,VOL_10038,50.0,2026-04-02
DON_50571,VOL_10038,25.0,2026-04-16
DON_50572,VOL_10039,10.0,2025-12-07
DON_50573,VOL_10039,50.0,2026-02-15
DON_50574,VOL_10039,10.0,2026-04-05
DON_50575,VOL_10040,50.0,2025-11-09
DON_50576,VOL_10040,25.0,2025-11-16
DON_50577,VOL_10040,10.0,2025-11-20
DON_50578,VOL_10040,10.0,2025-11-23
DON_50579,VOL_10040,50.0,2025-11-27
DON_50580,VOL_10040,25.0,2025-12-04
